...A voli troppo alti e repentini… 	См. Счастью не вовсе верь!.
Er spielt wie ein kleiner Gott. 	См. Как маленький Бог сыграл.
Er steht da, wie ein begossener Hund. 	Er steht da (er schämt sich), wie ein begossener (Pudel) Hund.См. Ошпаренный.
Er trägt die Nase hoch. 	См. Нос подымать.
Er trank den bittern —… 	См. Пить горькую чашу.
Er weiss, wo Barthel den Most holt. 	См. Знает, где раки зимуют.
Er wickelt sich in seine Unschuld. 	См. Облекаться в свою добродетель.
Er: Kennst du den Ort… 	См. Ты знаешь-ли тот край, где апельсины вечно зреют, И в зелени густой цветет лимон златой?.
Erfahrung bleibt des Lebens Meisterin. 	См. Спрашивай не старого, спрашивай бывалого.
Erinnys ex tragoedia. 	См. Фурия.
Eripitur persona, manet res. 	См. Личина.
Eritis sicut Deus, scientes bonum et malum. 	См. И вы будете как Боги.
Eritis sicut Dii. 	См. И вы будете как Боги.
Erkanntes Uebel ist gut. 	См. Неизвестность томит.
Erlaubt ist, was gefällt. 	См. Что не воспрещается — дозволяется.
Erniedrigen. 	См. Унижать.
Erra il prete a l’altare. 	См. Ни дерева без порока, ни коня без подтычки.
Errare humanum est. 	См. Человеку свойственно ошибаться.
Errare malo cum Platone... quam cum istis vera sentire. 	См. Тьмы низких истин мне дороже Нас возвышающий обман.
Erst das Geschäft, dann das Vergnügen. 	См. После дела и гулять хорошо.
Erst nach den Nachbar schaue… 	См. Не купи двора, купи соседа.
Erträglich ist der Mensch als Einzelner… 	См. Мужик умен, да мир дурак.
Erziehst du dir ’nen Raben, wird er dir die Augen ausgraben. 	См. Не вспоив, не вскормив — не сделаешь себе врага.
Es blinken drei freundliche Sterne… 	См. Блажен, кому с друзьями Свою весну пропировать дано, Кто видит мир туманными глазами И любит жизнь за песню и вино.
Es fällt ein Stern herunter… 	См. Звезда.
Es gehört mehr zum Tanz, denn neue Schuhe. 	См. Далеко куцому за зайцем.
Es geht Alles schief und krumm. 	См. Вкривь и вкось.
Faire avaler la pilule à quelqu’un. 	См. Проглотить пилюлю.
Faire de nécessité vertu. 	См. В непогоду — не до плаванья.Faire de nécessité vertu.См. Когда нет раба, и сам по дрова.
Faire des châteaux en Espagne. 	См. Воздушные замки.
Faire du loup le berger. 	См. Козла пустить в огород.
Faire d’une mouche un éléphant. 	См. Из мухи слона делать, из блохи верблюда.
Faire d’une pierre deux coups. 	См. Одним ударом двух мух убить.
Faire gille. 	См. Пятки показать.
Faire la barbe à quelqu’un. 	См. Отбрить.
Faire la cour. 	См. Ферлакур.
Faire la figue à quelqu’un. 	См. Показывать кукиш — в кармане.
Faire la figue. 	Faire la figue (signe de contemnement et dérision manifeste).См. Показывать кукиш — в кармане.
Faire la mouche du coche. 	См. Муха на возу.Faire la mouche du coche.См. Мы пахали!.
Faire le second tome de quelqu’un. 	См. Том.
Faire patte de velours. 	См. У кошки лапки в рукавичках.
Faire quelque chose les yeux fermés, clos. 	См. Зажмурясь верить.
Faire quelque chose pour les beaux jeux de quelqu’un. 	См. Ради прекрасных глаз.
Faire sa main. 	См. Погреть руки.Faire sa main.См. Руки нагреть.
Faire ses orges. 	См. Погреть руки.
Faire venir l’eau à la bouche. 	См. Слюнки текут.
Fais ce que je dis et non ce que je fais. 	См. Колокол в церковь сзывает, а сам в церкви не бывает.
Fais ce que tu dois, advienne que pourra. 	См. Будь, чему быть.Fais ce que tu dois, advienne que pourra.См. Ходи право, гляди браво!.
Fais ce que tu dois. 	См. За правое дело стой смело.
Fais, comme il me plait, le calme et la tempête. 	(Je) fais, comme il me plait, le calme et la tempête.См. То и счастье, что иному ведро, иному ненастье.
Faites des perruques, maître André, faites des perruques. 	См. Не свыше сапога.
Faites taire ces sans-culottes. 	См. Санкюлоты.
Faites votre devoir et laissez faire aux Dieux. 	См. Будь, чему быть.Faites votre devoir et laissez faire aux Dieux.См. Ходи право, гляди браво!.
Faites votre devoir, et laissez faire aux dieux. 	См. На Бога надейся, а сам не плошай.
Fallacia alia aliam trudit. 	См. Ложь ложью погоняет.
Fallite fallentes, ex magna parte profanum… 	См. Не рой другому ямы, сам попадешь.
Fallitur augurio spes bona saepe suo. 	См. Авоська вор — обманет.
Falsche Scham. 	См. Ложный стыд.
Falscher Schritt. 	См. Шаг.
False shame is the parent of many crimes. 	См. Ложный стыд.
Fama crescit eundo. 	Fama crescit eundo (Viresque acquirit eundo).См. Мирская молва, что морская волна.
Fama loquax, qui veris addere falsa… 	См. Мирская молва, что морская волна.
Fama malum, quo non aliud velocius ullum. 	См. Мирская молва, что морская волна.
Famam atque rumores ... sermonem sine ullo certo auctore dispersum, cui malignitas initium dederit, … 	Famam atque rumores ... sermonem sine ullo certo auctore dispersum, cui malignitas initium dederit, — incrementum crudelitas.См. Мирская молва, что морская волна.
Fames malum panem tenerum et siligineum reddit. 	См. Голод лучший повар.
Familiaris dominus fatuum nutrit servum. 	См. Фамильярность.
Familiarité engendre le mepris. 	См. Фамильярность.
Geheime Wollust schwelgt im Schmerz… 	См. Слезы — наслажденье.
Gehorche Der Stimme des Volks, sie ist die Stimme Gottes. 	См. Глас народа, глас Божий.
Geiz ist die Wurzel alles Uebels. 	См. Скупость — мать пороков.
Geld ist des Krieges Stärke. 	См. Кто силен да богат, тому хорошо воевать.
Geld macht den Mann. 	См. За свой грош везде хорош.
Gelegenheit macht Diebe. 	См. Плохо не клади, в грех не вводи.
Gemacht! 	См. Сделано!.
Gemüthlich. 	См. По душе поговорить.
Généreux du bien d’autrui. 	См. Чужим добром подносить ведром.
Geniesse den Reiz des Lebens. 	См. Срывать цветы удовольствия.
Geniesse, was dir Gott beschieden… 	См. Где кто родится, там и годится.
Geniesst den Reiz des Lebens! 	См. Срывать цветы удовольствия.
Genius can only breathe freely in an atmosphere of freedom. 	См. Свобода мудрая свята.
Gens de même farine. 	См. Из одной мучки — да не одне ручки.
Gens de sac et de corde. 	См. Концы в воду.
